🇨🇳央视频道,#genre#
CCTV4 (亚洲) ,http://hms2944nc1972666638.live.aikan.miguvideo.com/wh7f454c46tw1582083769_-1437579634/wd_r2/cctv/cctv4hd/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073732&ContentId=265667639&timezone=UTC&mtv_session=bd66c8df11d2f77bee645f53f4ed7362&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=c2b1baee99eab7588b8ea53f584c3bb1
CCTV4 (亚洲) ,http://39.135.126.62/PLTV/88888888/224/3221226845/index.m3u8
CCTV4 (亚洲) ,http://39.135.126.62/PLTV/88888888/224/3221226636/index.m3u8
CCTV5 (体育) ,http://hms2844nc1972666627.live.aikan.miguvideo.com/wh7f454c46tw1582982132_-1228252651/wd_r2/cctv/cctv5hdnew/2500/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073732&ContentId=265667565&timezone=UTC&mtv_session=9723de29a88e2be1095d8c6d5a75dee9&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=12723843ed39c650d67a569eb896dd81
CCTV5 (体育) ,http://hms2864nc1972666630.live.aikan.miguvideo.com/wh7f454c46tw1583280123_-1034945773/wd_r2/cctv/cctv5hdnew/1200/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073733&ContentId=265667565&timezone=UTC&mtv_session=8f0bdd602a18ee761127cc159afcecfb&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=2b2cde70d9706cbeb708efa172ae54ff
CCTV5 (体育) ,http://39.135.126.62/PLTV/88888888/224/3221226802/index.m3u8
CCTV5 (体育) ,http://39.135.126.62/PLTV/88888888/224/3221226900/index.m3u8
CCTV5 (体育) ,http://39.135.126.62/PLTV/88888888/224/3221226944/index.m3u8
CCTV6 (电影) ,http://hms2944nc1972666638.live.aikan.miguvideo.com/wh7f454c46tw1584168866_889700348/wd_r2/ocn/cctv6hd/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073734&ContentId=265667482&timezone=UTC&mtv_session=f70082b1ade8cb422547681dfcdad578&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=3197a71757b802dc65f32626eb2ec8dd
CCTV6 (电影) ,http://39.135.126.62/PLTV/88888888/224/3221226753/index.m3u8
CCTV6 (电影) ,http://39.135.126.62/PLTV/88888888/224/3221226847/index.m3u8
CCTV6 (电影) ,http://39.135.126.62/PLTV/88888888/224/3221226891/index.m3u8
CCTV7 (国防军事) ,http://hms2864nc1972666630.live.aikan.miguvideo.com/wh7f454c46tw1584449189_-1771078739/migu/kailu/20200324/cctv7hd/57/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073734&ContentId=265667268&timezone=UTC&mtv_session=dac68d68c1a7bfb5fce6e52fcae95b03&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=011fdc0d9d5b681821c2be70c08216b1
CCTV8 (电视剧) ,http://hms2844nc1972666628.live.aikan.miguvideo.com/wh7f454c46tw1584743785_1819567660/wd_r2/ocn/cctv8hd/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073734&ContentId=265667466&timezone=UTC&mtv_session=f134ad943219a0326cf721cd778880da&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=d7e74f98dc5df6c18673696da1cb0fc7
CCTV8 (电视剧) ,http://39.135.126.62/PLTV/88888888/224/3221226804/index.m3u8
CCTV8 (电视剧) ,http://39.135.126.62/PLTV/88888888/224/3221226902/index.m3u8
CCTV8 (电视剧) ,http://39.135.126.62/PLTV/88888888/224/3221226946/index.m3u8
CCTV9 (记录) ,http://hms2904nc1972666633.live.aikan.miguvideo.com/wh7f454c46tw1585021209_2146650853/migu/kailu/20200324/cctv9hd/57/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073734&ContentId=265667202&timezone=UTC&mtv_session=3b457b5d48dfa5bec1b31c42bdc38890&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=4831b14f9cf512f5bf6964b103251dc9
CCTV9 (记录) ,http://39.135.126.62/PLTV/88888888/224/3221226849/index.m3u8
CCTV9 (记录) ,http://39.135.126.62/PLTV/88888888/224/3221226470/index.m3u8
CCTV10 (科教) ,http://hms2844nc1972666628.live.aikan.miguvideo.com/wh7f454c46tw1585335959_654961635/wd_r2/ocn/cctv10hd/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073735&ContentId=265667631&timezone=UTC&mtv_session=2b68379f8365805b0723de44fb722ac4&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=b8a484d39ecc065fa7a374c4a21467e9
CCTV10 (科教) ,http://39.135.126.62/PLTV/88888888/224/3221226462/index.m3u8
CCTV10 (科教) ,http://39.135.126.62/PLTV/88888888/224/3221226904/index.m3u8
CCTV11 (戏曲) ,http://hms2864nc1972666630.live.aikan.miguvideo.com/wh7f454c46tw1585598366_-481653261/migu/kailu/cctv11hd/57/20200103/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073735&ContentId=265667429&timezone=UTC&mtv_session=4b2a1a34470a2292a3b6b8defdd19dc8&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=f5c6b917bd6664cd3abf93c9a779b8bf
CCTV11 (戏曲) ,http://39.135.126.62/PLTV/88888888/224/3221226851/index.m3u8
CCTV12 (社会与法) ,http://hms2944nc1972666637.live.aikan.miguvideo.com/wh7f454c46tw1585892033_-953434305/migu/kailu/20200324/cctv12hd/57/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073735&ContentId=265667607&timezone=UTC&mtv_session=04a047571867297b61308196c0b61be4&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=6f196fd01444dfaf9d9ea5d0cc8ecc01
CCTV12 (社会与法) ,http://39.135.126.62/PLTV/88888888/224/3221226439/index.m3u8
CCTV12 (社会与法) ,http://39.135.126.62/PLTV/88888888/224/3221226906/index.m3u8
CCTV13 (新闻) ,http://hms2944nc1972666638.live.aikan.miguvideo.com/wh7f454c46tw1586189138_-1841939918/envivo_x/2018/SD/cctv13/2000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073736&ContentId=265667474&timezone=UTC&mtv_session=8007a0a816a3740025b4925aeae306b3&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=9ef05645ea51ea0bcfe8d603b748a30e
CCTV13 (新闻) ,http://39.135.126.62/PLTV/88888888/224/3221226853/index.m3u8
CCTV14 (少儿) ,http://hms2924nc1972666636.live.aikan.miguvideo.com/wh7f454c46tw1586468724_862335566/wd_r2/ocn/cctv14hd/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073736&ContentId=265667325&timezone=UTC&mtv_session=d69ff4fc771dd3f04825ad6d23121aa0&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=e145be999fb1457e94c38e728570b97e
CCTV14 (少儿) ,http://39.135.126.62/PLTV/88888888/224/3221226464/index.m3u8
CCTV14 (少儿) ,http://39.135.126.62/PLTV/88888888/224/3221226908/index.m3u8
CCTV15 (音乐) ,http://hms2864nc1972666630.live.aikan.miguvideo.com/wh7f454c46tw1586792991_-195972221/migu/kailu/20200324/cctv15hd/57/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073736&ContentId=265667535&timezone=UTC&mtv_session=5229243a54883745a550aaaa6f71126b&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=324a9a20d7e080d5c25a85803c60add8
CCTV15 (音乐) ,http://39.135.126.62/PLTV/88888888/224/3221226855/index.m3u8
CCTV5+ (体育赛事) ,http://39.135.126.62/PLTV/88888888/224/3221226445/index.m3u8
CCTV5+ (体育赛事) ,http://39.135.126.62/PLTV/88888888/224/3221226912/index.m3u8
CCTV16 (奥林匹克) ,https://qist.cc/live/cqn.php?id=cctv16
CCTV16 (奥林匹克) ,http://39.135.126.62/PLTV/88888888/224/3221226773/index.m3u8
CCTV16 (奥林匹克) ,http://39.135.126.62/PLTV/88888888/224/3221226834/index.m3u8
CCTV16 (奥林匹克) ,http://39.135.126.62/PLTV/88888888/224/3221226910/index.m3u8
CCTV17 (农业农村) ,http://hms2924nc1972666636.live.aikan.miguvideo.com/wh7f454c46tw1587065488_-544231819/migu/kailu/20200324/cctv17hd/57/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073737&ContentId=265667526&timezone=UTC&mtv_session=fce9a29d0fe15700731dd42b5514437c&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=38e21fbccbeb7ce8cdeaf7c394b87ce1
CCTV17 (农业农村) ,http://39.135.126.62/PLTV/88888888/224/3221226594/index.m3u8
CCTV17 (农业农村) ,http://39.135.126.62/PLTV/88888888/224/3221226857/index.m3u8

🇨🇳卫视频道,#genre#
安徽卫视 ,http://39.135.126.62/PLTV/88888888/224/3221226447/index.m3u8
安徽卫视 ,http://39.135.126.62/PLTV/88888888/224/3221226879/index.m3u8
北京卫视 ,http://39.135.126.62/PLTV/88888888/224/3221226449/index.m3u8
北京卫视 ,http://39.135.126.62/PLTV/88888888/224/3221226871/index.m3u8
重庆卫视 ,http://39.135.126.62/PLTV/88888888/224/3221226490/index.m3u8
重庆卫视 ,http://39.135.126.62/PLTV/88888888/224/3221226885/index.m3u8
东方卫视 ,http://39.135.126.62/PLTV/88888888/224/3221226453/index.m3u8
东方卫视 ,http://39.135.126.62/PLTV/88888888/224/3221226877/index.m3u8
广东卫视 ,http://39.135.126.62/PLTV/88888888/224/3221226476/index.m3u8
广东卫视 ,http://39.135.126.62/PLTV/88888888/224/3221226934/index.m3u8
黑龙江卫视 ,http://39.135.126.62/PLTV/88888888/224/3221226478/index.m3u8
黑龙江卫视 ,http://39.135.126.62/PLTV/88888888/224/3221226873/index.m3u8
湖北卫视 ,http://39.135.126.62/PLTV/88888888/224/3221226455/index.m3u8
湖北卫视 ,http://39.135.126.62/PLTV/88888888/224/3221226883/index.m3u8
湖南卫视 ,http://39.135.126.62/PLTV/88888888/224/3221226480/index.m3u8
湖南卫视 ,http://39.135.126.62/PLTV/88888888/224/3221226936/index.m3u8
吉林卫视 ,http://39.135.126.62/PLTV/88888888/224/3221226763/index.m3u8
吉林卫视 ,http://39.135.126.62/PLTV/88888888/224/3221226928/index.m3u8
江苏卫视 ,http://39.135.126.62/PLTV/88888888/224/3221226638/index.m3u8
江苏卫视 ,http://39.135.126.62/PLTV/88888888/224/3221226930/index.m3u8
辽宁卫视 ,http://39.135.126.62/PLTV/88888888/224/3221226461/index.m3u8
辽宁卫视 ,http://39.135.126.62/PLTV/88888888/224/3221226746/index.m3u8
辽宁卫视 ,http://39.135.126.62/PLTV/88888888/224/3221226859/index.m3u8
山东卫视 ,http://39.135.126.62/PLTV/88888888/224/3221226486/index.m3u8
山东卫视 ,http://39.135.126.62/PLTV/88888888/224/3221226875/index.m3u8
深圳卫视 ,http://39.135.126.62/PLTV/88888888/224/3221226463/index.m3u8
深圳卫视 ,http://39.135.126.62/PLTV/88888888/224/3221226881/index.m3u8
四川卫视 ,http://39.135.126.62/PLTV/88888888/224/3221226488/index.m3u8
四川卫视 ,http://39.135.126.62/PLTV/88888888/224/3221226938/index.m3u8
天津卫视 ,http://39.135.126.62/PLTV/88888888/224/3221226465/index.m3u8
天津卫视 ,http://39.135.126.62/PLTV/88888888/224/3221226926/index.m3u8
浙江卫视 ,http://39.135.126.62/PLTV/88888888/224/3221226618/index.m3u8
浙江卫视 ,http://39.135.126.62/PLTV/88888888/224/3221226932/index.m3u8
东方卫视,http://hms2904nc1972666633.live.aikan.miguvideo.com/wh7f454c46tw1588472879_1818144718/wd_r4/dfl/dongfangwshd/1200/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073738&ContentId=264104266&timezone=UTC&mtv_session=b92530997e9df844d8ff90071c412ce1&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=d69348c370f40e3d50d3d87148478bee
东方卫视,http://hms2944nc1972666638.live.aikan.miguvideo.com/wh7f454c46tw1588763278_-766408077/wd_r4/dfl/dongfangwshd/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073738&ContentId=264104266&timezone=UTC&mtv_session=6b842c705e2cf7e9df14788ca8009ef5&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=36ed1abbb2ec038b2f2303e58aea07a1
重庆卫视,http://hms2944nc1972666638.live.aikan.miguvideo.com/wh7f454c46tw1589064099_-704327727/envivo_x/2018/SD/chongqing/1000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073739&ContentId=531262033&timezone=UTC&mtv_session=90df447b59006f4434fec2d4695f28a7&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=8bbc2e41f5b3f80d0b069addb6f1df46
吉林卫视,http://hms2944nc1972666637.live.aikan.miguvideo.com/wh7f454c46tw1589344314_453295178/envivo_v/2018/SD/jilin/1000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073739&ContentId=531262154&timezone=UTC&mtv_session=a8fd605fabf2ca0814b5a56aee04bc2d&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=ec7257d80b3cd8e4a5590413a5e9cb93
辽宁卫视,http://hms2924nc1972666635.live.aikan.miguvideo.com/wh7f454c46tw1589644797_1577190639/wd_r2/ocn/liaoningwshd/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073739&ContentId=265669068&timezone=UTC&mtv_session=4adbe497fcc87ddaaa343726a3a14c13&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=b336009b46cc80be11d75c763cb6fe70
内蒙古卫视,http://hms2904nc1972666633.live.aikan.miguvideo.com/wh7f454c46tw1589932581_-415191449/envivo_w/2018/SD/neimeng/1000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073739&ContentId=531261982&timezone=UTC&mtv_session=c9a5a27753539fa99cff7fe7b0773863&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=f9d2e1fadbae161e8f9ee1c06f4b85df
宁夏卫视,http://hms2844nc1972666628.live.aikan.miguvideo.com/wh7f454c46tw1590245808_-2084121214/envivo_x/2018/SD/ningxia/1000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073740&ContentId=531261057&timezone=UTC&mtv_session=83a38128827a852ce1724296852f857e&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=17f4b89974b2ed1e654453d44f9968b1
甘肃卫视,http://hms2924nc1972666636.live.aikan.miguvideo.com/wh7f454c46tw1590536221_1219061924/envivo_v/2018/SD/gansu/1000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073740&ContentId=531261933&timezone=UTC&mtv_session=c42270b736c7f7ad784d63391d3520bc&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=9de29b7faceedf77d9b5796d2c8448a3
青海卫视,http://hms2924nc1972666635.live.aikan.miguvideo.com/wh7f454c46tw1590811433_1387778932/envivo_w/2018/SD/qinghai/1000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073740&ContentId=531262027&timezone=UTC&mtv_session=449a36454b820ab73b61a8a33ccf5337&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=aad202f94476c188a79dcc8e1ec1d2b5
山东卫视,http://hms2944nc1972666637.live.aikan.miguvideo.com/wh7f454c46tw1591381721_-1603694084/wd_r4/yg/shandongwshd/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073741&ContentId=531261825&timezone=UTC&mtv_session=af16f8bbf042e18571b0c4dd8335d42c&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=fb1405a16fc8244a94df4ac18675a58f
湖北卫视,http://hms2944nc1972666638.live.aikan.miguvideo.com/wh7f454c46tw1591694976_-107212910/migu/kailu/hubeiwshd/57/20220712/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073741&ContentId=531261978&timezone=UTC&mtv_session=437fc6e8d29c853ca88935e2fd49acea&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=8d50581461bffa6a3d876b8cc8a1ebce
湖南卫视,http://hms2944nc1972666638.live.aikan.miguvideo.com/wh7f454c46tw1591995316_1587683132/wd-hunanhd-2500/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073741&ContentId=265667721&timezone=UTC&mtv_session=7b07894c57472651304a93669cf87e9b&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=617e25748c5f12b7864cc6fb758deaa7
江西卫视,http://hms2844nc1972666627.live.aikan.miguvideo.com/wh7f454c46tw1592308998_-1889199081/migu/kailu/jxwshd/57/20190820/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073742&ContentId=531262091&timezone=UTC&mtv_session=de50cbe717aa7f99a96fffd956d81e51&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=f8930b959a901748e45e2615bac60f75
江苏卫视,http://hms2924nc1972666636.live.aikan.miguvideo.com/wh7f454c46tw1592593248_1989329552/wd_r2/cctv/jiangsuhd/2500/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073742&ContentId=264104188&timezone=UTC&mtv_session=6bc8392c0ce046c4a27b0d812696e9f8&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=a05b045f626d4764b5124f26a2f1d747
广东卫视,http://hms2924nc1972666636.live.aikan.miguvideo.com/wh7f454c46tw1592898240_-1957872936/ws_w/gdws/gdws3000/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073742&ContentId=263541274&timezone=UTC&mtv_session=d190c97b4980b8b8fc8fe749d33c4b53&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=d7d16b4dab836849b2d69de0c71c0881
广东卫视,http://hms2924nc1972666635.live.aikan.miguvideo.com/wh7f454c46tw1593177896_517539519/migu/kailu/gdwshd265/54/20200407/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073743&ContentId=263541274&timezone=UTC&mtv_session=4d4e96518e2e6558846eec1f7e8cb4c1&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=cbba4b3db62cb6fb348d495ad003a2c8
大湾区卫视,http://hms2864nc1972666630.live.aikan.miguvideo.com/wh7f454c46tw1593455810_973699600/wd_r3/2018/nfmedia/nfws/1000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073743&ContentId=265218882&timezone=UTC&mtv_session=69490e0f5d2243e8aa4627ecf0058de1&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=095412c3a2f0236b02fe898002af482a
新疆卫视,http://hms2844nc1972666628.live.aikan.miguvideo.com/wh7f454c46tw1593800523_-1493781639/wd-xinjiangwssd-600/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073743&ContentId=531262095&timezone=UTC&mtv_session=864a45b4901ac5ef45e66eda73f46964&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=2ecb1cbf330584c821ad5f41b74ff983
西藏卫视,http://hms2944nc1972666638.live.aikan.miguvideo.com/wh7f454c46tw1594087791_1409479634/envivo_x/2018/SD/xizang/1000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073744&ContentId=524854265&timezone=UTC&mtv_session=5640f857e31349921ba36207946fa904&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=df71711e34a615ea23f680ef139afb1d
海南卫视,http://hms2944nc1972666638.live.aikan.miguvideo.com/wh7f454c46tw1594363320_-990671769/envivo_x/SD/lvyou/711/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073744&ContentId=531262161&timezone=UTC&mtv_session=b55d04e0b5c7e772923fd49422a408a4&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=97ea95aaf536edf9a57ca0219cadc011

🇨🇳辽宁地方,#genre#
辽宁都市 ,http://39.135.126.62/PLTV/88888888/224/3221226524/index.m3u8
辽宁都市 ,http://39.135.126.62/PLTV/88888888/224/3221226914/index.m3u8
辽宁经济 ,http://39.135.126.62/PLTV/88888888/224/3221226504/index.m3u8
辽宁经济 ,http://39.135.126.62/PLTV/88888888/224/3221226869/index.m3u8
辽宁体育 ,http://39.135.126.62/PLTV/88888888/224/3221226508/index.m3u8
辽宁体育 ,http://39.135.126.62/PLTV/88888888/224/3221226916/index.m3u8
辽宁公共 ,http://39.135.126.62/PLTV/88888888/224/3221226922/index.m3u8
辽宁北方 ,http://39.135.126.62/PLTV/88888888/224/3221226865/index.m3u8
辽宁影视 ,http://39.135.126.62/PLTV/88888888/224/3221226512/index.m3u8
辽宁影视 ,http://39.135.126.62/PLTV/88888888/224/3221226861/index.m3u8
辽宁教育 ,http://39.135.126.62/PLTV/88888888/224/3221226863/index.m3u8
辽宁生活 ,http://39.135.126.62/PLTV/88888888/224/3221226918/index.m3u8
辽宁移动 ,http://39.135.126.62/PLTV/88888888/224/3221226717/index.m3u8
辽宁移动 ,http://39.135.126.62/PLTV/88888888/224/3221226867/index.m3u8
辽宁体育 ,http://39.134.52.215/PLTV/88888888/224/3221226508/index.m3u8
辽宁体育 ,http://39.134.52.215/PLTV/88888888/224/3221226916/index.m3u8
辽宁公共 ,http://39.134.52.215/PLTV/88888888/224/3221226922/index.m3u8
辽宁北方 ,http://39.134.52.215/PLTV/88888888/224/3221226865/index.m3u8
辽宁影视 ,http://39.134.52.215/PLTV/88888888/224/3221226512/index.m3u8
辽宁影视 ,http://39.134.52.215/PLTV/88888888/224/3221226861/index.m3u8
辽宁教育 ,http://39.135.126.62/PLTV/88888888/224/3221226863/index.m3u8
辽宁生活 ,http://39.134.52.215/PLTV/88888888/224/3221226918/index.m3u8
辽宁移动 ,http://39.134.52.215/PLTV/88888888/224/3221226717/index.m3u8
辽宁移动 ,http://39.134.52.215/PLTV/88888888/224/3221226867/index.m3u8
辽宁经济 ,http://39.134.52.215/PLTV/88888888/224/3221226504/index.m3u8
辽宁经济 ,http://39.134.52.215/PLTV/88888888/224/3221226869/index.m3u8
辽宁都市 ,http://39.134.52.215/PLTV/88888888/224/3221226524/index.m3u8
辽宁都市 ,http://39.134.52.215/PLTV/88888888/224/3221226914/index.m3u8
辽宁体育 ,http://39.134.52.214/PLTV/88888888/224/3221226508/index.m3u8
辽宁体育 ,http://39.134.52.214/PLTV/88888888/224/3221226916/index.m3u8
辽宁公共 ,http://39.134.52.214/PLTV/88888888/224/3221226922/index.m3u8
辽宁北方 ,http://39.134.52.214/PLTV/88888888/224/3221226865/index.m3u8
辽宁影视 ,http://39.134.52.214/PLTV/88888888/224/3221226512/index.m3u8
辽宁影视 ,http://39.134.52.214/PLTV/88888888/224/3221226861/index.m3u8
辽宁教育 ,http://39.134.52.214/PLTV/88888888/224/3221226863/index.m3u8
辽宁生活 ,http://39.134.52.214/PLTV/88888888/224/3221226918/index.m3u8
辽宁移动 ,http://39.134.52.214/PLTV/88888888/224/3221226717/index.m3u8
辽宁移动 ,http://39.134.52.214/PLTV/88888888/224/3221226867/index.m3u8
辽宁经济 ,http://39.134.52.214/PLTV/88888888/224/3221226504/index.m3u8
辽宁经济 ,http://39.134.52.214/PLTV/88888888/224/3221226869/index.m3u8
辽宁都市 ,http://39.134.52.214/PLTV/88888888/224/3221226524/index.m3u8
辽宁都市 ,http://39.134.52.214/PLTV/88888888/224/3221226914/index.m3u8
